PROJECT	proj_gen_tech	proj_load_zone	proj_variable_o_m	proj_full_load_heat_rate	proj_forced_outage_rate	proj_scheduled_outage_rate	proj_dbid	proj_capacity_limit_mw
cmt_de_la_laguna	internal_combustion_diesel	00-autoabasto_local	6.63	10.33175355	7.4	11.23	518.0	1.6
coeur_mexicana	internal_combustion_diesel	00-autoabasto_local	6.63	18.48341232	7.4	11.23	519.0	21.9
comision_estatal_de_servicios_publicos_de_mex	internal_combustion_diesel	00-autoabasto_local	6.63	9.763033175	7.4	11.23	520.0	1.6
compania_azucarera_de_los_mochis	bioenergy_fuel_oil	00-autoabasto_local	3.94	48.43601896	7.1	11.44	521.0	14.0
compania_azucarera_del_rio_guayalejo	bioenergy_diesel	00-autoabasto_local	3.94	705.4028436	7.1	11.44	522.0	45.5
compania_azucarera_independencia	bioenergy_fuel_oil	00-autoabasto_local	3.94	31.09004739	7.1	11.44	523.0	9.6
compania_azucarera_la_concepcion	bioenergy_fuel_oil	00-autoabasto_local	3.94	114.8815166	7.1	11.44	524.0	4.2
compania_azucarera_la_fe	bioenergy_diesel	00-autoabasto_local	3.94	46.16113744	7.1	11.44	525.0	13.06
compania_cervecera_de_zacatecas	thermal_fuel_oil	00-autoabasto_local	2.688	7.488151659	7.1	11.44	526.0	50.0
compania_cervecera_el_tropico	thermal_natural_gas	00-autoabasto_local	2.688	30.04739336	7.1	11.44	527.0	25.0
compania_de_nitrogeno_de_cantarell	gas_turbine_natural_gas	00-autoabasto_local	3.432	15.26066351	5.5	9.22	528.0	362.6
compania_desarrolladora_los_cabos	internal_combustion_diesel	00-autoabasto_local	6.63	9.763033175	7.4	11.23	529.0	2.089
ingenio_tamazula_planta_sant	hydroelectric	00-autoabasto_local	0.0	0.0	1.0	3.0	530.0	0.64
compania_industrial_azucarera	bioenergy_fuel_oil	00-autoabasto_local	3.94	29.1943128	7.1	11.44	531.0	5.5
compania_minera_autlan_unida	internal_combustion_natural_gas	00-autoabasto_local	6.63	14.78672986	7.4	11.23	532.0	11.125
compania_minera_dolores_campament	internal_combustion_diesel	00-autoabasto_local	6.63	9.099526066	7.4	11.23	533.0	1.2
compania_minera_dolores_procesos	internal_combustion_diesel	00-autoabasto_local	6.63	10.99526066	7.4	11.23	534.0	10.8
compania_occidental_mexicana	internal_combustion_diesel	00-autoabasto_local	6.63	12.03791469	7.4	11.23	535.0	8.75
conductores_mexicanos_electricos_y_de_telecom_guad	internal_combustion_diesel	00-autoabasto_local	6.63	11.27962085	7.4	11.23	536.0	3.0
conductores_mexicanos_electricos_y_de_telecom_lati	internal_combustion_diesel	00-autoabasto_local	6.63	10.42654028	7.4	11.23	537.0	3.75
conservas_la_costena_y_jugome	bioenergy_natural_gas	00-autoabasto_local	4.37	11.37440758	7.4	11.23	538.0	0.971
continental_automotive_guadalajara_mexico	internal_combustion_diesel	00-autoabasto_local	6.63	9.763033175	7.4	11.23	539.0	3.65
continental_automotive_mexicana	internal_combustion_diesel	00-autoabasto_local	6.63	9.763033175	7.4	11.23	540.0	0.81
continental_automotive_mexicana_cuaut	internal_combustion_diesel	00-autoabasto_local	6.63	9.952606635	7.4	11.23	541.0	2.59
copropiedad_electrica_del_grupo_quimico_cydsa	thermal_natural_gas	00-autoabasto_local	2.688	9.099526066	7.1	11.44	542.0	8.0
cordaflex	internal_combustion_diesel	00-autoabasto_local	6.63	12.32227488	7.4	11.23	543.0	2.5
